JobID	GroupID	Title	Description	Requirements	City	State	Country	Zip5	StartDate	EndDate
52	1	OWNER OPERATOR TEAMS & SOLO	<b>    <b>OWNER OPERATOR TEAMS & SOLO </b> </b>   Excellent Pay! Florida - California                \r\n              Also Florida - Mid West               \r\n               Call Tim 866-279-6241 X304      WEB OS26397              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32822	2012-03-19 16:06:59.603	2012-04-18 23:59:59
54	1	TRACTOR TRAILER DRIVER	<b>    <b>TRACTOR TRAILER DRIVER</b> </b>  ââ  Apopka. Drive all over Florida. Must have clean CDL driving record & 5 yrs exp. Benefits inc. Call 407-294-8194                WEB OS28057              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Apopka	FL	US	32703	2012-03-20 09:51:48.093	2012-04-19 23:59:59
55	1	MECHANIC - Heavy Equipment	MECHANIC - Heavy Equipment - 10 years experience, computer knowledge, Own tools. DFWP 407-859-9160/johno@gsequipment.net WEB OS70436<P>Large Construction Equipment Dealer In Florida is looking for highly qualified? Heavy Equipment Mechanic.  Qualifications: Must have at least 10 years experience. Knowledge On all Types on construction equipment including, Loaders Backhoes, Excavators, Material Handlers, Rollers, Off Road Trucks. Must have  computer knowledge, Own tools and good communication skills. Drug free work place.                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32827	2012-03-21 01:28:48.603	2012-04-20 23:59:59
56	1	COUNSELORS/SALES	<b>    <b>COUNSELORS/SALES  </b> </b>  ââ  over the phone Base+comm.Avg Sales person makes $30k-$60k/yr! Call 866 323-0520; email <a href="mailto:bmendez@progressiverelief.com">bmendez@progressiverelief.com</a>                   WEB OS22137               <P>                 \r\n                \r\n                 <BR><BR>Source - Orlando Sentinel\r\n\r\n\r\nNow Hiring\r\nSEVERAL CREDIT COUNSELORS NEEDED - For Growing Credit Counseling Firm.\r\nWe are looking for integrity and money motivated sales consultants to work in a growing industry. We offer a number of programs to people in need of consolidating and paying off their debt. We offer programs that very few other companies can compete with, opening more opportunity for you to make REAL MONEY.\r\n\r\nNo cold calling, 90% of your leads will come to you LIVE!!\r\n\r\n- Strong verbal and written communication skills\r\n\r\n- Use of PC applications (Word, Excel, Outlook & Internet)\r\n\r\n- Effectively manage time and resources to meet or exceed sales forecasts and objectives.\r\n\r\n- Effectively communicate by phone.\r\n\r\n- Maintain regular and predictable attendance and able to work some evenings.\r\n\r\n- We are seeking only serious sales people to fill our Credit Counselor roll.\r\n\r\nâ¢\tLocation: OVIEDO/WINTER SPRINGS\r\nâ¢\tCompensation: Base pay plus commission plus monthly bonus\r\n\r\nbmendez@progressiverelief.com	Please refer to the Job Description to view the requirements for this job	Oviedo	FL	US		2012-03-20 15:51:43.637	2012-04-19 23:59:59
60	1	Driver	Roofing Mat'l Supplier needs drivers w/CDL, 3 yr exp, references, can meet physical req, reliable, flexible   Apply in person 1714 Alden Rd, Orlando Fl 32803<P>Roofing Mat'l Supplier needs drivers w/CDL, 3 yr exp, references, can meet physical req, reliable, flexible   Apply in person 1714 Alden Rd, Orlando Fl 32803                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32803	2012-03-22 01:26:00.61	2012-04-21 23:59:59
61	1	Executive Personal Assistant	Corporate Personal Assistant positions demand competence and skill at performing the following duties:  - reading, monitoring and responding to the principal's email, - answering calls and handling queries, - preparing correspondence on the principal's behalf, - liaising with staff, clients, etc., - managing the principal's electronic diary, - organizing travel and preparing complex travel itineraries, - writing minutes, - taking dictation, - planning, organizing and managing events, - managing a budget, - attending events/meetings as the principal's representative, - conducting research on the internet, - writing reports, executive summaries and newsletters, - preparing presentations, - preparing papers for meetings, - managing and reviewing filing and office systems, - updating websites, - typing documents, - sourcing and ordering stationery and office equipment, - managing projects  PAs manage and source resources and conduct research, so you need to be well informed, and internet savvy. you also need to keep up to date with the latest office gadgets and industry practices.  Personal Assistants are calm under pressure and capable of thinking on their feet.  you are to support senior managers, executives and teams, and, of course, you are increasingly required to work for more than one person.  you need to be capable of competently dealing with situations in the boss?s absence, and should be confident enough to commission work on your principal's behalf. Maintaining confidentiality is a fundamental requirement for any PA.  you need to keep abreast of organizational issues and have a good understanding of the organization's aims and objectives. Above all, your role is to support your principal in his efforts to reach his targets and deliver on his strategic goals.    Generally, in addition to the above duties and attributes, your role is to also command a good grasp of operations and business practices; a solid understanding of the company's goals and strategies, and good project management skills.  Requirements:  * Must have at least a high school degree or equivalent life experience.  Respond with your complete resume if you're qualified<P>Corporate Personal Assistant positions demand competence and skill at performing the following duties:  - reading, monitoring and responding to the principal's email, - answering calls and handling queries, - preparing correspondence on the principal's behalf, - liaising with staff, clients, etc., - managing the principal's electronic diary, - organizing travel and preparing complex travel itineraries, - writing minutes, - taking dictation, - planning, organizing and managing events, - managing a budget, - attending events/meetings as the principal's representative, - conducting research on the internet, - writing reports, executive summaries and newsletters, - preparing presentations, - preparing papers for meetings, - managing and reviewing filing and office systems, - updating websites, - typing documents, - sourcing and ordering stationery and office equipment, - managing projects  PAs manage and source resources and conduct research, so you need to be well informed, and internet savvy. you also need to keep up to date with the latest office gadgets and industry practices.  Personal Assistants are calm under pressure and capable of thinking on their feet.  you are to support senior managers, executives and teams, and, of course, you are increasingly required to work for more than one person.  you need to be capable of competently dealing with situations in the boss?s absence, and should be confident enough to commission work on your principal's behalf. Maintaining confidentiality is a fundamental requirement for any PA.  you need to keep abreast of organizational issues and have a good understanding of the organization's aims and objectives. Above all, your role is to support your principal in his efforts to reach his targets and deliver on his strategic goals.    Generally, in addition to the above duties and attributes, your role is to also command a good grasp of operations and business practices; a solid understanding of the company's goals and strategies, and good project management skills.  Requirements:  * Must have at least a high school degree or equivalent life experience.  Respond with your complete resume if you're qualified                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Atlanta	GA	US	30324	2012-03-22 01:26:00.78	2012-04-21 23:59:59
65	1	DRIVERS	<b>    <b>DRIVERS</b> </b> \r\n              Class A casual P/T drivers needed                \r\n               Great opportunity for qualified individuals! $18.25hr. weekly pay, local work. We are looking for professional goal oriented individuals to drive for a reputable company located in Orlando, Fl. Must have 2 yrs. tractor trailer experience in the last 3 years. No careless or reckless in last 5 yrs. Clean criminal record. Must be willing and able to unload freight by conveyor rollers. Job is a part time as needed position that can turn into a full time.               \r\n              Don't wait!!                \r\n              Fax resume to 407-825-9934.  WEB OS26494              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32809	2012-03-24 05:09:49.42	2012-04-23 23:59:59
67	1	Timeshare Professionals	Grow Reward Live MARRIOTT  VACATIONS WORLDWIDE Discover a Destination for your Success. Join us. We?re Marriott Vacations Worldwide. Ready to grow your dream career while making others? vacation dreams come true? Join us at Marriott Vacations Worldwide, and you can make it happen. For over 27 years, we?ve been the world?s premier organization for Vacation Ownership, with resorts at sought-after destinations around the globe. If you?re seeking a rewarding career with talented coworkers who support you in reaching your goals, consider becoming part of our team. At Marriott Vacations Worldwide we?ll provide you with the tools and rewards you need to meet every challenge. Join us and experience our commitment to excellence, while redefining your future. Marriott?s Grande Vista Sales Gallery is currently hiring experienced Timeshare professionals. ? Coord-Marketing Linkage - Bilingual-Spanish (Job#120005OL) ? Coord-In-House Marketing (Job# 12000BEP) Start your journey NOWby applying at www.mvwcareers.com Click Current Openings - Non-Management Positions in and outside the United States. Search by Job Number 120005OL or 12000BEP. Once the job is displayed, click Apply. Please note - the application is not complete until you reach the Summary Page and click Submit. Marriott Vacations Worldwide is an equal opportunity employer committed to employing a diverse workforce and sustaining an inclusive culture. <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-24 09:01:06.037	2012-04-23 23:59:59
68	1	Registered Nurse	STAR TREATMENT American Renal Associates, a national provider of quality dialysis services with the lowest staff turnover in the industry, is accepting applications for the following position in Titusville, FL: Registered Nurse Seeking qualified applicants to provide in-center hemodialysis patient care on a Per Diem basis. Minimum of 3 months dialysis experience preferred. Current FL state license required. Please fax or email resume and cover letter to: Lori Carey, Secretary, Fax: 321-567-0124, Email: locarey@americanrenal.com EOE/DFWP. All inquiries will be held in strict confidence. Visit us online: www.americanrenal.com AMERICAN RENAL ASSOCIATES <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-24 09:01:10.14	2012-04-23 23:59:59
69	1	Vacation Sales Advisors	CHALLENGE YOUR POTENTIAL. Earn up to $1,000/week with Top Performers Earning More Vacation Sales Advisors: Competitive Base Salary ? Bonus Opportunities ? Cash Incentive Each of our resort properties in luxurious destinations offer extraordinary vacations for individuals, couples and families. The more getaways you sell, the more you?ll earn ? just for helping our guests get more enjoyment out of life. ? Worldwide Travel Benefits (for you and your family) ? Full-Time Benefits ? Six-Hour Shifts ? Paid Comprehensive Training ? Tuition Reimbursement Program ? Referral Program Start selling fun and excitement. Call 407-722-3099 today! Visit us at www.hiltongrandvacations.com/advisors Walk-ins Encouraged! 6355 MetroWest Blvd. ? Suite Side 365 ? Orlando, FL 32835 EOE M/F/D/V Create the Grand Experience. <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-24 09:01:10.757	2012-04-23 23:59:59
78	1	Gold Buyer	Gold Buyer  - Traveling GoldBuyer GreatPayPlus Bonus 4-5Days A Week Paid Expenses  floridametalscorp@gmail.com WEB OS70757<P>Traveling Gold Buyer Great Pay Plus Bonus.  Travel 4-5 Days A Week, Paid Expenses, Seeking Friendly Outgoing Responsible Persons Experience Preferred But Will Train Right Person  Knowledge of Coin  A  Plus Great Opportunity  floridametalscorp@gmail.com                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Palm Coast	FL	US	32164	2012-03-29 01:44:30.83	2012-04-28 23:59:59
80	1	LMHC OR LCSW	<b>    <b>LMHC OR LCSW</b> </b>  ââ  Mental health residential facility is seeking an experienced LMHC or LCSW, full time, clinical experience necessary. Special populations a plus. Please forward your resumes to:                           \r\n               <a href="mailto:hrfl@pasadenavilla.com">hrfl@pasadenavilla.com</a>. No phone calls please. EEOC. DFWP.                WEB OS18081              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32803	2012-03-29 11:51:53.23	2012-04-28 23:59:59
81	1	SECURITY GUARDS	<b>    <b>JENKINS SECURITY CONSULTANTS  </b> </b> <b>"We Take Security Seriously"  </b> \r\n \r\n              Jenkins Security Consultants Inc. (JSC) has openings and is currently hiring Security Guards in the Orlando, FL area               \r\n \r\n              â¢ Minimum age of 21 years                              \r\n              â¢ Current Driver's License                              \r\n              â¢ High School Diploma or GED                              \r\n              â¢ Current Florida Security Guard License                              \r\n              â¢ U.S. Citizen or compliant with INS Reform Control Act of 1986                              \r\n              â¢ Good physical condition        \r\nPlease call 407-992-6184  \r\n                WEB OS19892              <P>                 \r\n                \r\n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32801	2012-03-29 16:06:49.687	2012-04-28 23:59:59
82	1	Associate Attorney	Associate Attorney - Sm Ins Def firm seeking entry level atty; great benefits; send resume to  ofcmngr98@gmail.com WEB OS70794<P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Altamonte Springs	FL	US	32714	2012-03-30 01:23:58.14	2012-04-29 23:59:59
84	1	TESL Adjunct	TESL Adjunct - The Embry-Riddle Language Institute is seeking a part time adjunct for the summer 2012 term (May-Aug). Applicants must have Masters degree in ESL or Linguistics, be TESL certified and have at least 2 years teaching experience in TESL. Please send your CV and daytime availability to mcallisp@erau.edu or by fax 386-226-6165. 386-226-6145 WEB OS70814<P>The Embry-Riddle Language Institute is seeking a part time adjunct for the summer 2012 term (May-Aug). Applicants must have Masters degree in ESL or Linguistics, be TESL certified and have at least 2 years teaching experience in TESL. Please send your CV and daytime availability to mcallisp@erau.edu or by fax 386-226-6165.                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Daytona Beach	FL	US	32114	2012-04-01 01:17:05.887	2012-04-30 23:59:59
87	1	CIVIL ENGINEER	<b>    <b>CIVIL ENGINEER</b> </b>  ââ  Central Fl. Civil/Survey Firm Seeks FL. PE w/min 4 yrs drainage and Land Dev. exp., AutoCad 3D civil, self motivated and works independently. Send resume to <a href="mailto:KPC11363@gmail.com">KPC11363@gmail.com</a>.                WEB OS26858              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Kissimmee	FL	US	34744	2012-04-04 01:23:35.923	2012-05-03 23:59:59
88	1	RN AND PHYSICIAN HOSPITALIS	<b>    <b>FLORIDA CANCER SPECIALISTS SEEKS </b> </b> \r\n <b>     </b>  Research Coordinator (RN)               \r\n               *Physician Hospitalist                \r\n              Details @ <a href="http://www.flcancer.com">www.flcancer.com</a>                   WEB OS22333               <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32801	2012-03-30 16:21:56.097	2012-04-29 23:59:59
90	1	Financial Systems Coor	Financial Systems Coor - Orange County Sheriff?s Office; apply online at  www.ocso.com; EOE WEB OS70861<P>Must have 4 yr degree in Accounting, Finance, or related field; and 4 yrs related experience; or combination. Assists Fiscal Mgmt; analyzes financial info; prepares budget forecasts, financial reports, and funding claims. Prepares W-2's, annual reports. Reconciles bank statements.                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32804	2012-04-04 01:23:38.83	2012-05-03 23:59:59
93	1	Experienced GM Transmission Technician	David Maus Chevrolet is hiring: Experienced GM Transmission Technician: We offer Highly Competitive Pay Plans, along with Flat Rate pay based on experience and certifications Performance Based Pay Plans Air Conditioned ? 40 Bay Shop Medical Insurance Dental Insurance Paid Holidays andVacations Paid training And much more! DAVID MAUS CHEVROLET 407-547-2600 Apply online at DavidMausChevrolet.com/employment-form <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-31 09:00:55.313	2012-04-29 23:59:59
226	1	NETWORK ADMINISTRATOR	Network Administrator                  BA213015                             \r\n\r\nCorp Office in downtown Baltimore seeks a Network Administrator to assist with system upgrades, server/ security devices, user support, and data/server backup and performance. We require a B.S. Degree in IT or related field plus 5 years experience, with at least 2 years as a Network Administrator. Experience supporting Windows Servers, MS Exchange and Windows XP/Windows 2000, MS Office, and TCP/IP needed.  Must be MCSE certified in Windows 2003 or 2008. A+ Certification a plus. \r\n\r\nWe offer to the right candidate a great location, competitive salary, and excellent benefits, to include paid parking. Qualified local applicants only.\r\n\r\nSend resumes to nodonnell@nscsaamerica.com or fax to 410-625-7050.                  EOE.              \r\n                \r\n                \r\n                \r\n                \r\n                 <br /><br />Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Baltimore	MD	US	21202	2012-03-02 07:31:06.983	2012-04-01 23:59:59
227	1	Foreman	Foreman BA18396 Asphalt paving foreman familiar with all types of commercial paving for an established paving company. Salary & Benefits. Experience required.  EOE.  Call between 8:00AM - 10:00AM @ 410-477-4406               \n                \n                \n                \n                 <br><br>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Baltimore	MD	US	21222	2012-03-02 07:31:07.627	2012-04-01 23:59:59
228	1	MEDICAL RECEPTIONIST	Medical RECEPTIONiST                   BA202064                             Busy Nephrology practice is seeking a Medical Receptionist for its Catonsville office location. Responsibilities               \r\n              include answering phones, registering/scheduling               \r\n              patients, processing dictation, reconciling daily cash, and verifying insurance coverage. One yr experience in a medical setting required. Must be detail oriented, able to multi-task, have good customer service and communication skills, good organization skills, and the ability to use computerized systems. MISYS experience a plus. Prospective employees must pass a criminal background check.               \r\n              Fax Resume: 410-744-2007, Attn: Amber Rudd.               \r\n                \r\n                \r\n                \r\n                \r\n                 <br /><br />Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Catonsville	MD	US	21228	2012-03-03 07:30:57.837	2012-04-02 23:59:59
229	1	FLEET TAXI DRIVERS	drivers - Baltimore's largest                  BA204069                             Transport Co has immed openings for fleet taxi drivers. Be your own boss, make your own $. We offer new driver disc incentives. Must have VALID driver's lic & no more than 2 pts on your driving rec; pass drug screen; safely transport psgrs. If you meet ALL of the above, call (443) 573-3451.               \r\n                \n                \n                \n                \n                 <br><br>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Baltimore	MD	US	21211	2012-03-04 07:30:58.27	2012-04-03 23:59:59
230	1	CENTRAL STERILE SUPPLY TECHNICIANS	technicians                  BA223143                             Central Sterile Supply Technicians                      \r\n   Upper Chesapeake Health located in Bel Air, Maryland has current openings for experienced full time Central Sterile Supply Techs on Evenings and Nights. We offer shift differentials up to $4/hour.                   \r\n              Please apply at   <a href="http://www.uchs.org">www.uchs.org</a>   \r\n   Equal Opportunity Employer                     \r\n \r\n                \n                \n                \n                \n                 <br><br>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Bel Air	MD	US	21014	2012-03-04 07:30:59.767	2012-04-03 23:59:59
231	1	RETAIL MANAGERS	FORMAN MILLS               \r\n              DESIGNER FASHIONS FOR THE FAMILY               \r\n \r\n              ATTENTION               \r\n              RETAIL MANAGEMENT SUPERSTARS!!!                \r\n \r\n              Forman Mills, the solid, successful, rapidly growing               \r\n              off-priced big box clothing chain is looking for talented retail managers that thrive in a fast paced environment and are high energy, hands on talented merchants who can dazzle us with their merchandising skills. If you are looking to grow your career with the best, we have outstanding opportunities available.              \r\n \r\n              NOW HIRING                \r\n              RETAIL MANAGERS                \r\n              Softlines Experience * Big Box Experience Preferred                 \r\n              * Evenings & Weekends Required                \r\n \r\n              Apply online: <a href="http://formanmills.com/jobs">formanmills.com/jobs</a>               \r\n              Call 855.4FM.JOBS or email your resume:                \r\n              <a href="mailto:hr@formanmills.com">hr@formanmills.com</a>               \r\n \r\n              Competitive Salaries * Comprehensive Training * Benefits* Growth Opportunities * Merchandise Discounts               \r\n \r\n              EOE, M/F/D/V Drug Free Workplace * <a href="http://formanmills.com">formanmills.com</a>               \r\n \r\n               WEB ID BA214406                \r\n                \n                \n                \n                \n                 <br><br>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Baltimore	MD	US	21229	2012-03-04 07:31:01.343	2012-04-03 23:59:59
232	1	MENTAL HEALTH CASE MANAGER	social work                  BA214517                             Staffing Etc.                \r\n Mental Health Case Manager \r\n RN, LCSW-C, or LCPC  w/MD Lic; Independent and clinical thinkers to eval reqs for MH against med nec and QOC criteria. 5 yrs. exp in dir MH/Psych required - Knowledge of State of MD public MH syst. a plus. FT w/ benefits in Linthicum, MD.                            \r\n              Phone: 301-403-8838 Fax: 301-403-8859                 \r\n   Email:                  <a href="mailto:results@staffingetc.net">results@staffingetc.net</a>  Web:                  <a href="http://www.staffingetc.net">www.staffingetc.net</a>  \r\n                \n                \n                \n                \n                 <br><br>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Linthicum Heights	MD	US	21090	2012-03-04 07:31:06.69	2012-04-03 23:59:59
233	1	Optician	Optician BA18408 Bowers & Snyder - experenced FT Optician. See ad - CareerBuilder.com Phone 410 296 3434               \r\n                \r\n                \r\n                \r\n                 <br /><br />Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Baltimore	MD	US	21210	2012-03-04 07:31:07.22	2012-04-03 23:59:59
234	1	SENIOR PROGRAMMER	Sr. Progr./Sr. ETL Developer                  BA208130                             BS in Comp. Sci./Engrg. w/5 yrs. rel. prof. exp. including: SQL dev. on multiple relational database platforms, pref. incl. Teradata, DB2, & Oracle; physical data modeling partitioning & dev. optimization/indexing strategies on Teradata platform; formal dev. lifecycle methodology (RUP, Agile, Waterfall, or other - pref. CMMI ML3 or higher); Informatica PowerExchange /Informatica PowerConnect; Unix scripting & utilities (PERL, Kornshell, etc.). Mainframe progr. & utilities (Cobol, JCL, etc.); Visual Source Safe or similar vers. control tools, SharePoint pref. Exp. in pharmaceutical or healthcare claims processing & reporting & dev. healthcare IT solutions strongly pref. Loc. in Windsor Mill, MD. Apply to General Dynamics Info. Tech. at <a href="http://www.gdit.com">www.gdit.com</a>, Vacancy# 195197. EOE               \r\n                \n                \n                \n                \n                 <br><br>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Windsor Mill	MD	US	21244	2012-03-05 07:30:55.553	2012-04-04 23:59:59
235	1	Maintenance Field Manager	Maintenance Field Manager BA18454 Oversee 6 techs. Scattered site rentals in Baltimore. Maintenance exp required. $50K. Fax to 410-727-2744.               \n                \n                \n                \n                 <BR><BR>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Baltimore	MD	US	21202	2012-03-07 07:31:10.377	2012-04-06 23:59:59
236	1	MECHANICAL/INDUSTRIAL ENGINEER	BA223076                            \r\n  MECHANICAL/INDUSTRIAL ENGINEER \r\n(Four-Year Degree in Mechanical/Industrial Engineering and Less Than Three Years Experience)\r\n\r\n\r\nIndependent Can Company, Belcamp, (Harford County) Maryland, a successful family-owned Can Manufacturer and Metal Decorator, is seeking an Engineer to join our team. The successful candidate for this new position must be a self-starter with excellent organizational, writing and critical attention-to-detail skills.  This individual must have a working knowledge of AutoCAD or similar design software and be capable of managing design projects from concept to implementation.  The position requires the ability to interface with many departments to seek decisive and documented solutions to the Companyâs production requirements. Areas of responsibility would include New Product Development drawings, packaging, specification design, vision inspection maintenance, plant layout and a broad range of equipment design. It is expected this new position will develop into a key position within the Engineering Department dealing with company-wide manufacturing engineering and robotics systems.\r\n\r\nWe offer excellent benefits including profit sharing, 11 paid holidays, two weeks vacation, 401(k) option and medical, dental and life insurance\r\n\r\nEqual Opportunity EmployerâM/F/D/VâDrug-Free and Smoke-Free Workplace\r\nNO AGENCIES ACCEPTED\r\nFax resume with complete salary history to: Human Resources Manager 410-272-6494\r\nOr, email hrdept@independentcan.com\r\nor mail to P. O. Box 370, 1300 Brass Mill Road, Belcamp, Maryland 21017\r\n              \r\n                \r\n                \r\n                \r\n                 <br /><br />Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Belcamp	MD	US	21017	2012-03-08 07:31:09.677	2012-04-07 23:59:59
237	1	PLUMBING	Plumber                  BA214670                             Plumbers needed for long-term project. Threaded-piping experience a must! No fixture work at this time.               \r\n              Call Marc at 443-708-1132 for more info.              \r\n                \n                \n                \n                \n                 <BR><BR>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Capitol Heights	MD	US	20791	2012-03-09 07:31:01.367	2012-04-08 23:59:59
238	1	AUTO SERVICE ADVISOR	Auto Service advisor                   BA223053                             Jerry's Auto Group - Service Advisor Needed               \r\n              High volume dealer group seeking experienced Service Advisor to join our winning team. Must have strong               \r\n              customer service skills and a drive to succeed.               \r\n              We offer an aggressive pay plan, health & dental benefits, 401K & vacation pay.               \r\n              Send resume to <a href="mailto:jbillings@jerrysautogroup.com">jbillings@jerrysautogroup.com</a> or contact Jill Billings at 410-661-9100 x 243.               \r\n                \n                \n                \n                \n                 <BR><BR>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Parkville	MD	US	21234	2012-03-10 07:30:49.56	2012-04-09 23:59:59
239	1	AUTO TECHNICIAN	Auto Technician                  BA223129                             Business is brisk at Annapolis Volvo.                   \r\n  We need to expand our team to keep up w/ the volume                    creating immediate openings for an experienced                 \r\n              technicians. MSI needed. Volvo experience preferred but will consider other import experience. Must be able to jump right in and be productive from the start. We offer competitive benefit package, lots of work and great working environment. Drug-free workplace.                  \r\n              Contact Robby at 443-277-7658                   \r\n                \n                \n                \n                \n                 <BR><BR>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Annapolis	MD	US	21401	2012-03-10 07:30:51.063	2012-04-09 23:59:59
240	1	MECHANICS	Mechanics                  BA214676                             Mechanics needed for busy 24 hour street sweeping company in Middle River area for daily maintenance, repairs, rebuilding, and road calls for Athey Mobile, Elgin Broom Bear, and Schwarze sweeper trucks. Individuals should be available to work, days, evenings, weekends and overtime. Diesel experience preferred but not necessary.                \r\n              Must have dependable transportation and own tools.                \r\n              Salary negotiable with experience.               \r\n               Call J & M Sweeping at (410) 335-7732.               \r\n                \r\n                \r\n                \r\n                \r\n                 <BR><BR>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Middle River	MD	US	21220	2012-03-11 07:30:56.677	2012-04-10 23:59:59
241	1	ADMINISTRATOR III	administrator III                  BA213802                             State Highway Administration (SHA)                 \r\n              Administrator III ($46,563-$74,725)                \r\n \r\n               Position will serve as a Consultant Contract Manager               \r\n               for all the Office of Highway Development consultant                \r\n              contracts. Responsible for the full range of the consultant contract process and management from advertisement, to selection, to contract management to consultant                \r\n              appraisals. 5 years of experience in administrative or                \r\n              professional work. 2.5 years of experience performing                \r\n              design or contract management of A/E projects required. Employment info and additional requirements may               \r\n               be obtained at: <a href="http://www.marylandroads.com">www.marylandroads.com</a> or                \r\n              call 1-877 544-5467.               \r\n \r\n                \n                \n                \n                \n                 <BR><BR>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Baltimore	MD	US	21202	2012-03-11 07:31:03.52	2012-04-10 23:59:59
242	1	TOP SALES AGENT	WANTED                 \r\n  TOP SALES AGENT                 \r\n \r\n              With a Dream to build a company and                 \r\n   earn in excess of $250,000/year.                 \r\n \r\n \r\n              WE OFFER                \r\n              A US-Made, World-renown, Patented Industrial Maintenance Tool line                \r\n              Intimidated Competitors                \r\n              An almost Recession-proof Marketplace               \r\n               A No-lid-on-top Commission Income                \r\n              An Investment-Free Opportunity.                \r\n              And PROOF!               \r\n \r\n              WE EXPECT                \r\n              An Award-Winner in Sales with proof                \r\n              A Can-do, Winning Attitude                \r\n              Self-Confidence                \r\n              Self-Motivation                \r\n              Self-Discipline                \r\n              Enormous Bite and Stay-in Power               \r\n \r\n              Contact:                 \r\n <a href="mailto:DreamSalesOpportunity@gmail.com">DreamSalesOpportunity@gmail.com</a>                   \r\n \r\n \r\n \r\n \r\n \r\n                \n                \n                \n                \n                 <BR><BR>Source - Baltimore Sun	Please refer to the Job Description to view the requirements for this job	Baltimore	MD	US	21212	2012-03-11 07:31:03.943	2012-04-10 23:59:59
243	1	Owner Operators - Fleet Owners	Owner Operators - Fleet Owners 100% O/O Local, Regional and Long runs  $2000 sign on bonus  877-378-4288               \r\n                \r\n                \r\n                \r\n                 <BR><BR>Source - Baltimore Sun	CDL (hazmat endorsement preferred) \r\nTwo years minimum tractor trailer driver experience \r\nMinimum age - 24 years \r\nThree axle tractor \r\nFull compliance with DOT physical and drug testing \r\nVehicle inspection \r\nMeet current FMCSA inspection criteria \r\nNo DUIs within past 10 years \r\nNo speeding 15 mph or above within the past 3 years	Baltimore	MD	US	21224	2012-03-11 07:31:08.123	2012-04-10 23:59:59
