Id,Title,FullDescription,LocationRaw,LocationNormalized,ContractType,ContractTime,Company,Category,SalaryRaw,SalaryNormalized,SourceName
31301427,Senior Mechanical Engineer Design and Substantiation,"Senior Mechanical Engineer Design and Substantiation Defence, Aerospace, Nuclear, Oil and Gas sectors Our client requires a Senior Mechanical Engineer with design and substantiation experience to join their expanding team. They have challenging projects requiring the design and substantiation of complex components and structures in high integrity environments. The Mechanical Design and Analysis team is currently expanding to meet strong demand from its main clients. The team s work supports a number of key Defence programmes including the UK Submarine programme (both inservice and next generation vessels, as well as dockyard equipment and facilities) and high integrity structures for new Defence establishments. Our client also delivers a significant amount of work outside the Defence industry, making use of their strong design and analytical skills and plant knowledge to deliver projects for other internal or external clients. Engineers working within the team therefore have the opportunity to challenge themselves through delivering interesting and varied projects for a range of different clients and industries. Our client is the largest consultant engineer to the UK Defence market. Their mission is to ensure success for their clients, whatever the challenge. Their multiskilled experts cover land, sea and air, as well as information and communications they work across the lifecycle of a platform, system or facility. They achieve success by working in close partnership with their clients, by matching their skills to their needs, being flexible, and by using their resources efficiently. Whether they are delivering high quality engineering and technical services or programme management, they always deliver the solution that s right for the client. Requirements  Senior Mechanical Engineer Design and Substantiation The successful candidate will have a track record of supervising delivery of technical solutions in challenging timescales. Qualifications: Degreequalified or equivalent in Mechanical Engineering or a related discipline, Chartered Engineer . Essential Criteria Significant demonstrable experience in two or more of the following technical disciplines is requiredConcept design and development. Design for manufacture. CAD (preferably Unigraphics or Pro/ENGINEER). Design substantiation by hand calculation or Finite Element analysis (preferably Abaqus or Ansys). Furthermore, the successful candidate will demonstrate: A sound understanding of mechanical engineering principles and their application to varied projects and domains A desire to be challenged and to contribute to the success of the business Desirable Criteria Experience in one or more of the following industry domains is also desirable: Aero Engines or Aero Structures. Steamraising power plant and components (pressure vessels, heat exchangers, pumps, valves, pipework etc). Nuclear industry knowledge and safety case appreciation. Although the team is based in Silchester, opportunities also exist at various client sites around the country. Flexibility on work location and a willingness to undertake secondments to other sites is beneficial. Responsibilities  Senior Mechanical Engineer Design and Substantiation As a successful applicant, you would be expected to: Identify, supervise and produce designs supported by calculations to demonstrate acceptable performance or identify design issues Author and update major technical documents to present technical findings (e.g. design substantiation reports, safety justifications). Lead requirements capture activities to identify the scope of work required. Support bidding activities and produce proposal documents. Manage task delivery against Time, Cost and Quality requirements. Support our QA process through review or checking colleagues work. Lead presentations to clients. Lead or work within project teams (though some independent work, including placements at clients sites, may be required). Take responsibility for the quality and delivery of your own work and maintain our clients reputation. Senior Mechanical Engineer Design and Substantiation Defence, Aerospace, Nuclear, Oil and Gas sectors Salary: **** to **** Location: Reading, Berkshire","Berkshire, South East",Berkshire,,permanent,Gregory Martin International,Engineering Jobs,40000 - 60000/annum 40K-60K,50000,cv-library.co.uk
31301430,Senior Mechanical Engineer Design and Substantiation,"Senior Mechanical Engineer Design and Substantiation Defence, Aerospace, Nuclear, Oil and Gas sectors Our client requires a Senior Mechanical Engineer with design and substantiation experience to join their expanding team. They have challenging projects requiring the design and substantiation of complex components and structures in high integrity environments. The Mechanical Design and Analysis team is currently expanding to meet strong demand from its main clients. The team s work supports a number of key Defence programmes including the UK Submarine programme (both inservice and next generation vessels, as well as dockyard equipment and facilities) and high integrity structures for new Defence establishments. Our client also delivers a significant amount of work outside the Defence industry, making use of their strong design and analytical skills and plant knowledge to deliver projects for other internal or external clients. Engineers working within the team therefore have the opportunity to challenge themselves through delivering interesting and varied projects for a range of different clients and industries. Our client is the largest consultant engineer to the UK Defence market. Their mission is to ensure success for their clients, whatever the challenge. Their multiskilled experts cover land, sea and air, as well as information and communications they work across the lifecycle of a platform, system or facility. They achieve success by working in close partnership with their clients, by matching their skills to their needs, being flexible, and by using their resources efficiently. Whether they are delivering high quality engineering and technical services or programme management, they always deliver the solution that s right for the client. Requirements  Senior Mechanical Engineer Design and Substantiation The successful candidate will have a track record of supervising delivery of technical solutions in challenging timescales. Qualifications: Degreequalified or equivalent in Mechanical Engineering or a related discipline, Chartered Engineer . Essential Criteria Significant demonstrable experience in two or more of the following technical disciplines is requiredConcept design and development. Design for manufacture. CAD (preferably Unigraphics or Pro/ENGINEER). Design substantiation by hand calculation or Finite Element analysis (preferably Abaqus or Ansys). Furthermore, the successful candidate will demonstrate: A sound understanding of mechanical engineering principles and their application to varied projects and domains A desire to be challenged and to contribute to the success of the business Desirable Criteria Experience in one or more of the following industry domains is also desirable: Aero Engines or Aero Structures. Steamraising power plant and components (pressure vessels, heat exchangers, pumps, valves, pipework etc). Nuclear industry knowledge and safety case appreciation. Although the team is based in Silchester, opportunities also exist at various client sites around the country. Flexibility on work location and a willingness to undertake secondments to other sites is beneficial. Responsibilities  Senior Mechanical Engineer Design and Substantiation As a successful applicant, you would be expected to: Identify, supervise and produce designs supported by calculations to demonstrate acceptable performance or identify design issues Author and update major technical documents to present technical findings (e.g. design substantiation reports, safety justifications). Lead requirements capture activities to identify the scope of work required. Support bidding activities and produce proposal documents. Manage task delivery against Time, Cost and Quality requirements. Support our QA process through review or checking colleagues work. Lead presentations to clients. Lead or work within project teams (though some independent work, including placements at clients sites, may be required). Take responsibility for the quality and delivery of your own work and maintain our clients reputation. Senior Mechanical Engineer Design and Substantiation Defence, Aerospace, Nuclear, Oil and Gas sectors Salary: **** to **** Location: Reading/Basingstoke border","Hampshire, South East",Hampshire,,permanent,Gregory Martin International,Engineering Jobs,40000 - 60000/annum 40K-60K,50000,cv-library.co.uk
31340140,User Experience Developer,"User Experience Developer Our client requires a User Experience Developer to help develop and maintain new and existing projects. The successful candidate will report directly to the Technical Lead. The post will be based in the Farnham, Surrey area. Applicants Applicants will have 1**** years Flex development experience and should be able to provide a portfolio of their work. Successful applicants will be those seeking a challenging opportunity with an exciting and expanding organisation and who are enthusiastic, flexible and personable, able to work well on both an individual basis and as part of a development team. The positions require good communication skills, both oral and written. Specific Technical Skills/Knowledge ActionScript 3 Flex Adobe Air Flashbuilder Basic Technical Skills/Knowledge OO Programming and/or MVC Framework (highly desirable) Software Design using UML (desirable) Test Driven Development (highly desirable) Version Control (desirable) Other Skills/Knowledge of Interest JavaScript, HTML & CSS, PHP/.NET/Python iOS/Android Process User Experience Developer Location: Farnham, Surrey Salary up to ****","Surrey, South East",Surrey,,permanent,Gregory Martin International,IT Jobs,"25000 - 30000/annum Up to 30,000",27500,cv-library.co.uk
31347600,Web Developer,"Web Developer Our client is looking for experienced Web Developers We want people who understand MVC. You will be able to take a brief and work out how to do it better, you will think about the wider implications and how it could be parameterised so that control rests with the end user. You will know about MVC system architecture, about OO and you will be enthusiastic about what we are doing right now  CSS3, HTML5, Mobile, NoSQL, Cloud Computing and WebScale applications You will have developed your experience in the real world and will have a portfolio of your own work to back it up. Web Developer Salary: **** to **** Location: Farnham, Surrey","Surrey, South East",Surrey,,permanent,Gregory Martin International,IT Jobs,"20000 - 30000/annum 20,000 to 30,000",25000,cv-library.co.uk
31559355,Field Sales Executive / Business Development  Wide format printing,"Due to expansion there is now a vacancy for a Field Sales Executive / Business Development Executive to join a wide format printing company in Maidstone, Kent. As Field Sales / Business Developer you MUST have wide format print experience, this is ESSENTIAL. Salary package for the Field Sales Executive / Business Development Executive is OTE ****K  phone  expenses  healthcare We kindly request that you do not apply if you do not have a wide format print background. Duties and Accountabilities: Developing new business within wide format print Drawing on previous contacts to secure new orders for the company Attending sales meetings in order to promote and sell printing equipment and services Demonstrating expertise in point of sale (POS) displays, graphics boards, exhibitions Taking responsibility for administration of sales Candidate Requirements; Sales experience wide format printing Excellent communication skills Attention to detail and a proactive approach to generating new business","Maidstone, Kent",Maidstone,,permanent,MatchBox Recruiting Ltd,Sales Jobs,40000/annum OTE 40k + phone + expenses + hc,40000,cv-library.co.uk
31559362,IT Telesales,"TELESALES ACCOUNT MANAGER  BASIC ****  ****k OTE Year ****  Uncapped An exceptional opportunity for a great Telesales / Telemarketing Account Manager to excel in a B2B sales environment where you can control your own earnings with an uncapped commission structure. Established in 2003, this fast growing company provides a one stop shop for all the essential elements that every business needs. From PCs and Laptops through to Servers A significant and demonstrable track record in B2B sales (preferably including IT Sales, Telesales, Telemarketing and proactive Account Management) preferably within the IT/Office Consumables/Office Furniture arena Computer literate; Commercially aware; Excellent interpersonal skills with the ability to build relationships and rapport with a wide variety of people; Excellent communication skills with the ability to question, listen and present effectively; Results driven and tenacious; Confident and enthusiastic. Code Blue Recruitment handle nearly **** LIVE VACANCIES, for all sectors and levels of the Recruitment industry across the whole of the UK . Positions include Junior and Trainee Consultants, Recruitment and Senior Recruitment Consultants, Team Leaders, Account Managers, Branch Managers, Sales Managers & Directors. Sectors covered include Professional Recruitment such as Finance, Accountancy & Banking, Legal & HR, Commercial markets such as Office Support, Industrial, Driving, Oil & Gas, Hospitality & Catering, the Public Sector including Medical, Care, Education, Technical markets such as I.T., Telecoms, Media, Construction, Engineering, Energy & Environment, and Pharmaceutical, as well as diverse areas such as Sales Recruitment, Search, and Supply Chain","Bradford, West Yorkshire",Bradford,,permanent,Code Blue Recruitment,Sales Jobs,"15000 - 25000/annum 15-25k basic, OTE year 1 28 - 25k",20000,cv-library.co.uk
31559397,FIELD SALES ENGINEER / SALES ACCOUNT MANAGER  PLASTICS,"Due to expansion there is now an opportunity for an External Sales Engineer / Field Sales Engineer to work for a successful plastics manufacturing company in Crawley, West Sussex. External Sales Engineer / Account Manager will be expected to make a worthy contribution to the business. Salary package for the Field Sales Engineer will be in the region of ****k  bonus  travel expenses  phone Candidates MUST come from a plastics background. You will be joining an engineering organisation as an account manager with an innovative approach to plastics design and development. They supply high quality products to a wide variety of industries including building and construction, shopfitting, office design, packaging, sports, medical and automotive. Overview of Account Manager s Duties and Responsibilities: Assessing opportunities for new business and researching competitors Arranging and attending business appointments across the UK, in particular across the south, west and some areas of the Midlands. Liasing with customers on their individual requirements Using industry knowledge to expand and develop the business Essential new account manager requirements: Formal engineering qualification Technical Sales experience Experience of selling complex components Driving license and use of your own car","Burgess Hill, West Sussex",Burgess Hill,,permanent,MatchBox Recruiting Ltd,Sales Jobs,"40000 - 45000/annum 40-45k + bonus, travel, phone",42500,cv-library.co.uk
31559481,Sales Negotiator  Birmingham,"Are you a successful, results driven person? Are you looking to start a career in Estate Agency? Are you looking for a fast paced, dynamic working environment? Our client is a multi award winning, National Estate Agency chain with an outstanding reputation for customer service. With a network of over **** branches across the country, the company has risen to become one of the largest and most successful Estate Agency groups in the UK. As Sales Negotiator, you will work closely with your team to learn and develop whilst achieving shared goals. In addition to this; You will have the determination to succeed in the Estate Agent market. You will be capable of working effectively under pressure and in a target orientated environment. You will have the ability to successfully achieve set targets. You will be able to evaluate business at every opportunity. The company will offer a fantastic training programme all within a supportive, team working environment. Achievable progression thresholds are put in place with excellent earning potential. With a track record of successful sales abilities, preferably within an Estate Agency setting, suitable candidates will have: A drive and enthusiasm to work within the Estate Agency market The ability to qualify applicants to advise on their purchasing abilities Excellent communication skills A professional and friendly approach Refined numerate abilities and an attention to detail A driving licence/own car Excellent computing skills You must be a self motivated, driven individual with the ability to be proactive with your own learning and development. You will have the ability to work successfully within a team whilst managing your own, individual work load. Organisational skills and a will to succeed are also a must",Birmingham,Birmingham,,permanent,Brite Recruitment,Sales Jobs,"11000 - 20000/annum 11,000 OTE 20,000",15500,cv-library.co.uk
31794403,Senior **** IT Recruitment Consulltant,"Inspire is a leading IT services company specialising in providing flexible resources to the corporate, IT outsourcing, financial services and professional services markets. We operate across mainland Europe, and have a proven track record of delivering successful IT infrastructure services across the enterprise and desktop environment. We are the chosen partner for the provision of flexible resources for a number of outstanding companies including Capgemini, TSystems, EMC, Microsoft, Bank of America and JP Morgan which shows Team Inspire s pedigree. The Management of the Company come from an IT and Professional Services background, we are not hardnosed recruitment people, and don t run our company like a traditional agency. But, we are ambitious and are looking to deliver an absolute Olympic performance in ********2. Having brought resourcing inhouse in 2011 to service existing business, we now need to extend our recruitment / resourcing management team by two additional heads this year. We fully expect one of these roles to become a Director level overtime with the very real potential of significant shareoptions. What are we looking for? These roles are all about high performance delivery of results. You will be responsible and rewarded for your success in developing both our existing client relationships and the acquisition and development of new accounts. You will also be expected to manage and develop your database of IT consultants; selecting and placing the right resources against a variety of highend specialist roles. What can you expect? You will receive first class business development support in terms of management support, best in class IT systems, investment in advertising, job board support, and inhouse contracts admin, etc. In short, Team Inspire will support you ****%; we want you to be successful. We will pay you a first class salary package in return for your effort and results to include: Basic Salary  20 2****k p.a. 1 st Year OTE  **** ****k [Commission paid at 2****% of GP Target  200k] Open Ended OTE with Accelerators A Car Allowance of  5k p.a Health Club Membership Laptop and Blackberry / iPhone **** Inspire are based in Lingfield, Surrey in a funky rural office development, 5 minutes from East Grinstead [London within the hour, Gatwick in ****mins, M25 J**** in ****mins]. We work as a Team where we need to in order to get the job done; our clients and consultants are centered around London, Manchester, Sheffield, and Bristol and we are making headway into mainland Europe which is a growth target for 2012/****","Lingfield, Surrey ,",Lingfield,full_time,,Inspire Corporation,Other/General Jobs," 20 - 25k Basic,  70 - 75K OTE+++",22500,zartis.com
31935432,"Chef de Partie  Sutton Hall, Macclesfield","We're looking for an ambitious and committed chef with a passion for food who is ready to take the next step in his or her career. For us it's all about serving fresh, simple, high quality traditional dishes extremely well and all of our pubs are featured in the Good Pub Guide. This is a busy working environment, and as well as having high standards and demonstrating good attention to detail, you'll help the crew set the bar high in terms of delicious dishes, effective kitchen controls and excellent standards of health and hygiene. We see our CDP's and Senior CDP's as being on the first step of the ladder to a senior chef role and we'll provide support and development opportunities for you along the way.","Gurnett, Cheshire",UK,,permanent,Brunning & Price,Travel Jobs,"16,500 to 18,000",17250,leisurejobs.com
31989124,Mechanical Engineer  Design and Substantiation,"Mechanical Engineer  Design and Substantiation Our client requires a Mechanical Engineer with design and substantiation experience to join their expanding team they have various challenging projects requiring the design and substantiation of complex components and structures in high integrity environments. Successful candidates will be required to undergo a security vetting process and offers of employment will be subject to relevant security clearance being granted to a minimum SC level. Requirements The successful candidate will have a track record of delivering technical solutions in challenging timescales. Qualifications Degreequalified or equivalent in Mechanical Engineering or a related discipline Chartered Engineer or working towards Chartered status Essential Criteria Experience in one or more of the following technical disciplines is required: Concept design and development Design for manufacture CAD (preferably Unigraphics or Pro/ENGINEER) Design substantiation by hand calculation or Finite Element analysis (preferably Abaqus or Ansys) Furthermore, the successful candidate will demonstrate: A sound understanding of mechanical engineering principles and their application to varied projects and domains A desire to be challenged and to contribute to the success of the business. Desirable Criteria Experience in one or more of the following industry domains is also desirable, but relevant experience of the essential criteria above from other industries will be considered; Nuclear industry knowledge and safety case appreciation Design of Tooling or Handling Equipment for High Integrity Environments Steamraising power plant and components (pressure vessels, heat exchangers, pumps, valves, pipework etc) Mechanical Engineer  Design and Substantiation Location: Reading / Basingstoke Area Salary: **** to **** Industry: Aerospace, Defence, Nuclear, Oil and Gas","Berkshire/Hampshire border, South East",UK,,permanent,Gregory Martin International,Engineering Jobs,30000 - 40000/annum 30K to 40K + benefits,35000,cv-library.co.uk
31989135,Senior Manufacturing Engineer,"Senior Manufacturing Engineer Our client is looking for a Senior Manufacturing Engineer to join their expanding team. As well as leading your own projects to successful delivery, you will be expected to provide Technical Governance to other projects to ensure that we continue to deliver to our high standards. You will develop relationships with existing and prospective clients, support bidding activities and develop work packages from customer requirements in order to grow our Manufacturing Engineering business. Additionally you will help lead the development of the Manufacturing Engineering capability in the Defence business, ensuring the technical development of our staff whilst carrying out strategic recruitment to meet future project requirements. Successful candidates will be required to undergo a security vetting process and offers of employment will be subject to security clearance being granted. Applicants for this position must have the right to work in the UK without restriction. Requirements The successful candidate will have a proven track record of pursuing new opportunities whilst ensuring the quality of ongoing delivery and be able to give in depth examples of applying a range of Manufacturing Engineering people and business management skills. Applicants will be expected to demonstrate delivery of multiple projects across all aspects of Manufacturing Engineering; Process Improvement, Capability Acquisition and New Product Introduction. Qualifications Degreequalified or equivalent in Manufacturing Engineering Chartered Engineer Essential Criteria Business management experience Excellent verbal and written communication skills Experienced in leading and developing more junior engineers Experience of developing and managing client relationships A proven track record of preparing successful proposals Project management  including identification and mitigation of project risk and Change Management Extensive understanding of application of six sigma Extensive and detailed knowledge of a range of manufacturing and measurement processes around metallic structures, applicability to new designs, benefits and limitations. Particular expertise will need to be demonstrated on Welding, Forging, Machining and NDE in safety critical systems Delivery of projects in a high integrity environment (Aerospace, Nuclear etc) Willing to travel within the UK and Overseas Desirable Criteria Experience of pressure vessel and pipe work manufacture and inspection Knowledge of ASME codes Ideally you will have a background in the defence industry but we will also consider experience in other heavily regulated industries Senior Manufacturing Engineer Location: Derby Salary: **** to **** Industry: Aerospace, Defence, Nuclear, Oil and Gas","Derbyshire, East Midlands",Derbyshire,,permanent,Gregory Martin International,Engineering Jobs,37000 - 47000/annum 37K to 47K + benefits,42000,cv-library.co.uk
32211674,C / C++ SOFTWARE ENGINEERS (All levels),"A great opportunity has arisen for skilled and knowledgeable Software Engineers to work for an established and fast growing Technology company based in Cambridge. This is a technical role which will also involve working on test equipment and products for PCs. Ideally, you will have the following: Skills in C, C++ and .NET using Visual studio A Degree in an Engineering discipline or equivalent Experience in the following would be an advantage: o Developing software for data capture and display o User interface development o Device driver development o Real time applications design experience If you are looking to work for a stable company and is looking for a bigger challenge, send your CV now","Cambridge, Cambridgeshire",Cambridge,,permanent,Indigo 21 Ltd,IT Jobs,25000 - 40000/annum,32500,cv-library.co.uk
32233421,Principle Mechanical Engineer,"My client who are specialists in the design, manufacture, assembly, test, installation and commission of bespoke solutions for a Major Mechanical Handling Manufacturing Company based in Risley, Warrington are looking to recruit a Principle Mechanical Engineer. The sucessful candidate undertake a variety of mechanical design activities associated with the design, test, substantiation and installation of high integrity mechanical plant and systems. You will support the engineering manager in major business activities and special projects. Responsibilities:  Determining overall requirement in terms of cost, time, resource and technical content of mechanical design with the Manager. Designing and formulating plans which satisfy these requirements in conjunction with allocated staff.  Providing mechanical design input to tenders, consistent with the job holder s level of experience.  Coordinate and manage all engineering activities on allocated projects or part projects as required.  Undertaking mechanical design tasks, particularly the design and analysis of mechanisms and mechanical plant.  Being responsible for the development of allocated junior staff as appropriate.  Leading discussions with internal and external customer and suppliers in order to ensure that programmes are delivered to specification, cost and time.  Coordinating with other areas within the business in order to ensure the provision of appropriate design support commitment.  Working within and maintaining required records for all work in order to satisfy company standards, procedures, national quality and legal requirements.  Keeping abreast of latest technology and identify technology developments and resources appropriate to the business needs and engineering activities.  Supervise small multidisciplined teams to achieve project deliverables.  Compiling cost and programme estimates, and managing to cost and programme for a group of tasks, undertaken by self and subordinate staff, for the allocated team size.  Writing and checking reports, proposals calculations and statistics","Risley, Warrington , Manchester, North West",UK,,permanent,Rullion Engineering Ltd,Engineering Jobs,45000 - 52000/annum + Benefits,48500,cv-library.co.uk
32359589,"Assistant Manager  New Opening – November 2012  Green Finch, Didsbury","Make your Name at Marston's Assistant Manager New Opening – November 2012 Green Finch  **** Pallatine Road, Didsbury, Manchester, M20 ****ZA The Green Finch (Previously known as the Four in Hand) is opening its doors in November 2012 following a full refurbishment offering our classic Two for One menu. This pub restaurant format is at the heart of Marston's Inns Taverns customer proposition. Typically high volume, food led family friendly venues, with an extensive menu and large specials board, they cater for a wide variety of tastes and preferences. With full table service and two for the price of one on all main meals and specials, we truly represent a real value for money offering. The Ideal Candidate With a passion for the pub trade and a commitment to providing a first class customer service, you'll enjoy a handson role, working at the sharp end of the business, covering every area of operational activity, even including the kitchen. A confident communicator, with proven supervisory and/or management experience gained in a pub, retail or catering environment, we'll expect you to know how to get the best out of colleagues and customers, as well as being willing to go that extra mile. Marston's Inns Taverns With over **** Inns and taverns, we are already one of the UK's leading retail pub companies, operating a varied managed house estate – but our story doesn't end here. As the country's largest builder of new pubs….there's still lots more to come. Our unrivalled development programme will see us open another **** brand new food pubs over the next 5 years, whilst at the same time we are continuing to invest extensively in the upgrade of our community estate. The Benefits Rewards As you'd expect from a name like Marston's the rewards and benefits are competitive to say the least, but perhaps more importantly there's ample scope and opportunity to make your mark, plus the genuine prospect of running your own pub sooner rather than later. For starters we can offer: • Up to **** p.h. Up to **** Hours p.w. • The chance to work in a fun friendly environment • 20% Discount Card (across our managed estate) 50% discount at work • Childcare voucher save as you earn schemes After qualifying period","Didsbury, Manchester",Didsbury,,permanent,Marston's Inns And Taverns,Travel Jobs,Up to 7.40 p.h. & Up to 46 Hours p.w.,14208,leisurejobs.com
32417995,Chef de Partie  Award Winning Fine Dining Restaurant  Straights,"A fine dining restaurant located in Hertfordshire has a role available for a Chef de Partie to join the team Role: A relaxed fine dining restaurant which has numerous accolades to its name is looking for a Chef de Partie to join the team of ten highly skilled chefs in the kitchen serving **** covers for dinner service only.In this role of Chef de Partie you will be working in the kitchen preparing cutting edge food to a consistently high standards concentrating on your techniques to ensure that dish is executed perfectly. Requirements: All Chef de Parties applying for this role must have a multi AA Rosette or Michelin background in a kitchen using the latest, modern cooking techniques.A hardworking, passionate candidate who is keen to continue learning and progressing in a quality environment will be ideal for this position. Benefits Include: Uniform Provided Meals on Duty Straight Shifts Will Help To Relocate Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Sean Bosley will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/ChefdePartieAwardWinningFineDiningRestaurantStraights_job****",Hertfordshire South East,UK,,,Chef Results,Hospitality & Catering Jobs,"20,500 per annum",20500,caterer.com
32423204,Key Account Manager,"Our client, a fantastic venue in London is seeking an experienced Key Account Manager to join their successful team. The venue has approximately **** conference spaces and rooms. The Key Account Manager position is a proactive senior sales role focused on revenue generation for meeting events through the identification, penetration and management of key accounts across a variety of market segments. As Key Account Manager you will be responsible for winning new business from key conference venue finders, hotel booking agents and corporate travel agents through field sales, showrounds, FAM trips and presentations. The Key Account Manager will need to strategically and proactively manage set account plans, conduct quarterly reviews and meet weekly appointment targets in order to achieve set revenue targets. The Key Account Manager role is a fantastic opportunity for an experienced sales person with strong knowledge of and relationships with the agency sector. You will have a proven track record of meeting sales targets, managing commercial agreements and preferred supplier rates within the hospitality sector. You will have excellent communication skills be highly motivated and preferably have working knowledge of Delphi. This job was originally posted as www.caterer.com/JobSeeking/KeyAccountManager_job54201896",London South East,South East London,,,Chess Partnership,Hospitality & Catering Jobs,"From 40,000 to 45,000 per annum plus package",42500,caterer.com
32621550,Chef De Partie up to ****  Tips Ipswich Outskirts,"Chef De Partie up to ****  Tips Ipswich Outskirts Clear Selection are pleased to working with this new fresh food client based in on the outskirts of the town of Ipswich. Our client runs an extremely busy modern public house where the food is seasonal and fresh. We are seeking a proactive, Chef De Partie who wishes to work within a professional environment. This is a chance to work within a very talented team, where a chef can continue to learn new techniques and recipes, as Chef de partie you will have good solid experience of working with fresh food, you will need to have a British culinary knowledge with great knife skills. I cannot emphasise enough this job is great, it's a bustling, busy organised environment, with great cohesion between front and back of house and a great team to become a permanent long term fixture in. As Chef de Partie you will want to achieve great things, you will need to have a real passion for good food, you will be able to add ideas to the team and effectively run different sections. Interested with a great solid background with fresh food, must have transport due to location of the property  Please email CV Salary up to **** Ref ****JC Jemma Collins Recruitment Manager  Leads the Recruitment Team for Clear Selection ensuring we are one of the finest in the business  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client's nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client's establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. **** This job was originally posted as www.caterer.com/JobSeeking/ChefDePartieupto****TipsIpswichOutskirts_job****",Ipswich Suffolk East Anglia,UK,,,Clear Selection,Hospitality & Catering Jobs,17000 per annum,17000,caterer.com
32621604,"FB Assistant  amazing Hotel, unique dining ****benefits","FB Assistant  amazing Hotel, unique dining ****benefits Food and beverage assistant for an upmarket hotel with a unique selection of dining experiences, from very formal settings in one restaurant to more casual contemporary features in the next. The role is a very diverse one with room for future promotion and a wealth of skills to be developed. Tasks ranging from the simple setting out of tables to accommodate dining parties and dealing with guest queries to consulting with catering managers, supervising staff and ensuring smooth operations between departments. The salary of **** for a Food and Beverage assistant is just the basics, with extra benefits such as gratuities, money off many services and facilities. Some of these include discount on rooms, F B and Health Beauty. There is 28 days annual leave and birthday leave The right candidate must be very well presented, because a Food and Beverage assistant will often be working in the finer dining areas where guests are accustomed to wearing traditional dinner attire. It is expected for all staff, especially those in a very customerrelating role to be of the same standard. If you are looking for a hospitality role that changes every day, you have good food and beverage knowledge, and exhibit the qualities to learn and adapt, then this could be just the position for you. Email your CV and I will get back to you for a chat. Consultant: Chris Wilson Ref: ****CW FB Assistant Leicester  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client's nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client's establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. **** This job was originally posted as www.caterer.com/JobSeeking/FBAssistantamazingHoteluniquedining****benefits_job****",Leicestershire East Midlands,Leicestershire,,,Clear Selection,Hospitality & Catering Jobs,12646 per annum + Benefits,12646,caterer.com
32695796,Chef De Partie up to ****  Tips Ipswich Outskirts,"Chef De Partie up to **** Tips Ipswich Outskirts Clear Selection are pleased to working with this new fresh food client based in on the outskirts of the town of Ipswich. Our client runs an extremely busy modern public house where the food is seasonal and fresh. We are seeking a proactive, Chef De Partie who wishes to work within a professional environment. This is a chance to work within a very talented team, where a chef can continue to learn new techniques and recipes, as Chef de partie you will have good solid experience of working with fresh food, you will need to have a British culinary knowledge with great knife skills. I cannot emphasise enough this job is great, it s a bustling, busy organised environment, with great cohesion between front and back of house and a great team to become a permanent long term fixture in. As Chef de Partie you will want to achieve great things, you will need to have a real passion for good food, you will be able to add ideas to the team and effectively run different sections. Interested with a great solid background with fresh food, must have transport due to location of the property  Please email CV Salary up to **** Ref ****JC Jemma Collins Recruitment Manager  Leads the Recruitment Team for Clear Selection ensuring we are one of the finest in the business  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client s nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client s establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. ****","Ipswich, Suffolk, UK, Suffolk",Ipswich,,,Clear Selection,Hospitality & Catering Jobs,17000 per annum,17000,jobs.catererandhotelkeeper.com
